product_id,product_name,product_platform,sku_tier,consumption_model,list_price_per_unit
P0366,AI Runtime Security — Essentials,Prisma AIRS,Essentials,credits,151.65
P0367,Cortex XSOAR — Advanced,Cortex,Advanced,credits,224.64
P0368,Attack Surface Management — Advanced,Cortex,Advanced,credits,428.17
P0369,Advanced DNS Security — Advanced,Network Security (Strata),Advanced,licensed_units,390.52
P0370,IoT Security — Advanced,Network Security (Strata),Advanced,licensed_units,348.3
P0371,Advanced URL Filtering — Advanced,Network Security (Strata),Advanced,licensed_units,366.41
P0372,IoT Security — Advanced,Network Security (Strata),Advanced,credits,253.15
P0373,IoT Security — Essentials,Network Security (Strata),Essentials,licensed_units,77.81
P0374,Advanced Threat Prevention — Essentials,Network Security (Strata),Essentials,licensed_units,122.22
P0375,Cortex XSOAR — Advanced,Cortex,Advanced,credits,284.59
P0376,Prisma Browser — Premium,Prisma SASE,Premium,licensed_units,122.59
P0377,Cortex Cloud — Advanced,Cortex,Advanced,credits,86.75
P0378,Exposure Management — Advanced,Cortex,Advanced,credits,335.06
P0379,Cortex XSOAR — Advanced,Cortex,Advanced,credits,299.64
P0380,Advanced Threat Prevention — Advanced,Network Security (Strata),Advanced,licensed_units,361.94
P0381,Cortex Cloud — Premium,Cortex,Premium,credits,269.04
P0382,SaaS Security — Premium,Prisma SASE,Premium,credits,368.55
P0383,Attack Surface Management — Essentials,Cortex,Essentials,credits,257.94
P0384,Prisma Browser — Essentials,Prisma SASE,Essentials,credits,64.51
P0385,Attack Surface Management — Essentials,Cortex,Essentials,credits,280.02
P0386,Advanced URL Filtering — Premium,Network Security (Strata),Premium,licensed_units,330.38
P0387,Cortex Cloud — Essentials,Cortex,Essentials,credits,432.68
P0388,Prisma Access — Advanced,Prisma SASE,Advanced,licensed_units,206.42
P0389,SaaS Security — Advanced,Prisma SASE,Advanced,licensed_units,156.22
P0390,Advanced URL Filtering — Essentials,Network Security (Strata),Essentials,licensed_units,282.65
P0391,Advanced URL Filtering — Premium,Network Security (Strata),Premium,licensed_units,477.25
P0392,AI Runtime Security — Advanced,Prisma AIRS,Advanced,credits,26.85
P0393,Prisma SD-WAN — Premium,Prisma SASE,Premium,credits,314.27
P0394,Enterprise DLP — Advanced,Prisma SASE,Advanced,credits,436.37
P0395,Autonomous DEM — Premium,Prisma SASE,Premium,credits,74.24
P0396,Cortex XSIAM — Essentials,Cortex,Essentials,credits,476.65
P0397,Prisma SD-WAN — Premium,Prisma SASE,Premium,credits,402.7
P0398,Cortex XSOAR — Advanced,Cortex,Advanced,credits,327.2
P0399,SaaS Security — Advanced,Prisma SASE,Advanced,credits,127.84
P0400,Advanced URL Filtering — Essentials,Network Security (Strata),Essentials,credits,351.31
P0401,IoT Security — Advanced,Network Security (Strata),Advanced,licensed_units,450.16
P0402,Cortex XDR — Essentials,Cortex,Essentials,credits,43.49
P0403,Enterprise DLP — Premium,Prisma SASE,Premium,licensed_units,420.2
P0404,NGFW — Advanced,Network Security (Strata),Advanced,licensed_units,264.61
P0405,Cortex XSIAM — Essentials,Cortex,Essentials,credits,247.82
P0406,IoT Security — Premium,Network Security (Strata),Premium,licensed_units,291.83
P0407,Cortex XSOAR — Essentials,Cortex,Essentials,credits,153.23
P0408,IoT Security — Premium,Network Security (Strata),Premium,licensed_units,152.63
P0409,Advanced DNS Security — Premium,Network Security (Strata),Premium,credits,304.96
P0410,Enterprise DLP — Essentials,Prisma SASE,Essentials,credits,452.66
P0411,Attack Surface Management — Advanced,Cortex,Advanced,credits,337.87
P0412,Prisma Browser — Advanced,Prisma SASE,Advanced,licensed_units,263.75
P0413,Advanced Threat Prevention — Advanced,Network Security (Strata),Advanced,credits,79.56
P0414,Prisma Access — Premium,Prisma SASE,Premium,licensed_units,206.93
P0415,Enterprise DLP — Essentials,Prisma SASE,Essentials,licensed_units,166.56
P0416,Advanced WildFire — Advanced,Network Security (Strata),Advanced,licensed_units,351.11
P0417,Advanced URL Filtering — Advanced,Network Security (Strata),Advanced,licensed_units,294.17
P0418,Cortex XDR — Premium,Cortex,Premium,credits,350.97
P0419,Enterprise DLP — Essentials,Prisma SASE,Essentials,credits,167.83
P0420,AI Runtime Security — Essentials,Prisma AIRS,Essentials,credits,450.59
P0421,AI Runtime Security — Premium,Prisma AIRS,Premium,credits,479.8
P0422,Prisma SD-WAN — Premium,Prisma SASE,Premium,licensed_units,107.71
P0423,AI Model Scanning — Advanced,Prisma AIRS,Advanced,credits,190.15
P0424,Prisma Browser — Advanced,Prisma SASE,Advanced,licensed_units,252.0
P0425,Prisma Access — Premium,Prisma SASE,Premium,licensed_units,404.99
P0426,AI Model Scanning — Advanced,Prisma AIRS,Advanced,credits,205.72
P0427,Prisma SD-WAN — Premium,Prisma SASE,Premium,licensed_units,134.04
P0428,AI Posture Management — Advanced,Prisma AIRS,Advanced,credits,83.33
P0429,Advanced WildFire — Premium,Network Security (Strata),Premium,credits,245.67
P0430,Exposure Management — Advanced,Cortex,Advanced,credits,132.43
P0431,Exposure Management — Premium,Cortex,Premium,credits,358.13
P0432,Autonomous DEM — Advanced,Prisma SASE,Advanced,licensed_units,349.11
P0433,SaaS Security — Premium,Prisma SASE,Premium,credits,257.21
P0434,Cortex XSIAM — Premium,Cortex,Premium,credits,34.7
P0435,Advanced Threat Prevention — Premium,Network Security (Strata),Premium,licensed_units,342.96
P0436,Advanced DNS Security — Advanced,Network Security (Strata),Advanced,licensed_units,301.15
P0437,Attack Surface Management — Advanced,Cortex,Advanced,credits,320.55
P0438,Advanced DNS Security — Premium,Network Security (Strata),Premium,licensed_units,19.83
P0439,Attack Surface Management — Advanced,Cortex,Advanced,credits,20.02
P0440,Exposure Management — Advanced,Cortex,Advanced,credits,389.29
P0441,AI Runtime Security — Essentials,Prisma AIRS,Essentials,credits,257.41
P0442,Advanced DNS Security — Premium,Network Security (Strata),Premium,licensed_units,177.88
P0443,Cortex XSIAM — Advanced,Cortex,Advanced,credits,460.95
P0444,Prisma SD-WAN — Premium,Prisma SASE,Premium,licensed_units,332.13
P0445,Exposure Management — Premium,Cortex,Premium,credits,367.49
P0446,Advanced WildFire — Advanced,Network Security (Strata),Advanced,licensed_units,38.26
P0447,Advanced Threat Prevention — Essentials,Network Security (Strata),Essentials,licensed_units,215.07
P0448,Attack Surface Management — Essentials,Cortex,Essentials,credits,430.76
P0449,AI Access Security — Essentials,Prisma AIRS,Essentials,credits,433.8
P0450,Attack Surface Management — Advanced,Cortex,Advanced,credits,138.87
P0451,AI Model Scanning — Premium,Prisma AIRS,Premium,credits,275.72
P0452,Advanced URL Filtering — Essentials,Network Security (Strata),Essentials,credits,286.73
P0453,Exposure Management — Advanced,Cortex,Advanced,credits,446.71
P0454,Advanced DNS Security — Essentials,Network Security (Strata),Essentials,licensed_units,409.54
P0455,Attack Surface Management — Advanced,Cortex,Advanced,credits,191.64
P0456,Exposure Management — Premium,Cortex,Premium,credits,48.7
P0457,Cortex XSOAR — Essentials,Cortex,Essentials,credits,57.72
P0458,NGFW — Advanced,Network Security (Strata),Advanced,licensed_units,299.29
P0459,Prisma Browser — Essentials,Prisma SASE,Essentials,licensed_units,378.7
P0460,Prisma SD-WAN — Advanced,Prisma SASE,Advanced,licensed_units,187.7
P0461,Advanced DNS Security — Premium,Network Security (Strata),Premium,licensed_units,373.37
P0462,Advanced Threat Prevention — Premium,Network Security (Strata),Premium,licensed_units,137.41
P0463,Autonomous DEM — Essentials,Prisma SASE,Essentials,licensed_units,160.21
P0464,NGFW — Advanced,Network Security (Strata),Advanced,licensed_units,368.31
P0465,NGFW — Essentials,Network Security (Strata),Essentials,licensed_units,272.67
P0466,Prisma Access — Essentials,Prisma SASE,Essentials,licensed_units,271.37
P0467,Prisma Browser — Advanced,Prisma SASE,Advanced,licensed_units,205.66
P0468,Exposure Management — Premium,Cortex,Premium,credits,435.64
P0469,AI Access Security — Premium,Prisma AIRS,Premium,credits,190.18
P0470,Advanced URL Filtering — Advanced,Network Security (Strata),Advanced,licensed_units,41.61
P0471,Enterprise DLP — Advanced,Prisma SASE,Advanced,licensed_units,48.0
P0472,Advanced Threat Prevention — Premium,Network Security (Strata),Premium,licensed_units,289.9
P0473,NGFW — Essentials,Network Security (Strata),Essentials,licensed_units,456.05
P0474,Advanced DNS Security — Advanced,Network Security (Strata),Advanced,credits,166.23
P0475,IoT Security — Premium,Network Security (Strata),Premium,licensed_units,162.07
P0476,AI Access Security — Advanced,Prisma AIRS,Advanced,credits,159.04
P0477,AI Model Scanning — Advanced,Prisma AIRS,Advanced,credits,355.92
P0478,Attack Surface Management — Essentials,Cortex,Essentials,credits,164.51
P0479,Advanced WildFire — Advanced,Network Security (Strata),Advanced,licensed_units,275.88
P0480,SaaS Security — Essentials,Prisma SASE,Essentials,licensed_units,269.45
P0481,AI Posture Management — Premium,Prisma AIRS,Premium,credits,110.12
P0482,Exposure Management — Essentials,Cortex,Essentials,credits,395.28
P0483,Cortex Cloud — Premium,Cortex,Premium,credits,245.67
P0484,Cortex XDR — Advanced,Cortex,Advanced,credits,320.25
P0485,Cortex Cloud — Essentials,Cortex,Essentials,credits,222.16
P0486,SaaS Security — Advanced,Prisma SASE,Advanced,licensed_units,444.2
P0487,Cortex Cloud — Premium,Cortex,Premium,credits,29.21
P0488,AI Runtime Security — Essentials,Prisma AIRS,Essentials,credits,371.87
P0489,Cortex XSOAR — Essentials,Cortex,Essentials,credits,314.8
P0490,IoT Security — Premium,Network Security (Strata),Premium,licensed_units,464.47
P0491,Advanced WildFire — Essentials,Network Security (Strata),Essentials,licensed_units,133.09
P0492,SaaS Security — Premium,Prisma SASE,Premium,licensed_units,281.21
P0493,Enterprise DLP — Advanced,Prisma SASE,Advanced,credits,287.46
P0494,Prisma Browser — Essentials,Prisma SASE,Essentials,licensed_units,150.26
P0495,AI Runtime Security — Essentials,Prisma AIRS,Essentials,credits,401.06
P0496,Cortex XSOAR — Advanced,Cortex,Advanced,credits,172.56
P0497,Attack Surface Management — Advanced,Cortex,Advanced,credits,175.0
P0498,IoT Security — Premium,Network Security (Strata),Premium,licensed_units,43.44
P0499,IoT Security — Essentials,Network Security (Strata),Essentials,licensed_units,172.56
P0500,Advanced Threat Prevention — Premium,Network Security (Strata),Premium,licensed_units,93.64
